pdate,riesgo_mora,operations,avg_tenure,avg_main_recharges_30d,avg_recharge_amount_30d,avg_loans_30d,avg_loan_amount_30d,rate_without_recharge_30d,rate_without_loan_30d
2016-06-01,0.0,2187,8235.953535711018,1.0640146319158665,1452.8074988568815,1.1563786008230452,6.938271604938271,0.3808870598994056,0.0
2016-06-01,1.0,348,15241.021663505748,0.33045977011494254,442.8074712643678,1.0229885057471264,6.137931034482759,0.7385057471264368,0.0
2016-06-02,0.0,2225,6355.067485078652,1.023370786516854,1596.6337078651686,1.2579775280898877,7.547865168539325,0.39101123595505616,0.0
2016-06-02,1.0,352,24234.359939488637,0.3125,411.9176136363636,1.0397727272727273,6.238636363636363,0.7528409090909091,0.0
2016-06-03,0.0,2123,9828.479012717851,0.9792746113989638,1503.8130004710315,1.3777673104097974,8.266603862458785,0.4116815826660386,0.0
2016-06-03,1.0,366,467.77868852459017,0.3005464480874317,440.0273224043716,1.0546448087431695,6.327868852459017,0.7595628415300546,0.0
2016-06-04,0.0,1320,5775.834302727273,1.331060606060606,2532.894696969697,1.4310606060606061,8.586363636363636,0.33636363636363636,0.006818181818181818
2016-06-04,1.0,239,5838.9568531380755,0.26359832635983266,396.7615062761506,1.0334728033472804,6.200836820083682,0.7866108786610879,0.0
2016-06-05,0.0,2148,6637.281463407821,1.457169459962756,2601.774208566108,1.4641527001862198,8.78491620111732,0.3049348230912477,0.0
2016-06-05,1.0,416,5637.317982692307,0.4182692307692308,510.85096153846155,1.0721153846153846,6.4326923076923075,0.6899038461538461,0.0
2016-06-06,0.0,2255,9856.954189223947,1.7809312638580932,3121.7521064301554,1.6452328159645233,9.87139689578714,0.24257206208425722,0.0022172949002217295
2016-06-06,1.0,376,8410.949608776597,0.39361702127659576,804.7765957446809,1.1063829787234043,6.638297872340425,0.7207446808510638,0.0
2016-06-07,0.0,2145,8350.52588871795,1.965034965034965,3408.4662004662005,1.731934731934732,10.391608391608392,0.20885780885780886,0.0
2016-06-07,1.0,357,15063.977157703082,0.4341736694677871,549.6190476190476,1.1148459383753502,6.689075630252101,0.6582633053221288,0.0
2016-06-08,0.0,2184,10924.364045375458,2.1955128205128207,3818.048076923077,1.8754578754578755,11.252747252747254,0.18269230769230768,0.0
2016-06-08,1.0,396,5414.506230050505,0.5555555555555556,755.6060606060606,1.1464646464646464,6.878787878787879,0.6414141414141414,0.0
2016-06-09,0.0,2220,7167.358506801802,2.315315315315315,4273.4081081081085,1.863963963963964,11.183783783783785,0.17432432432432432,0.0
2016-06-09,1.0,384,8530.693509635417,0.6223958333333334,1010.2213541666666,1.2057291666666667,7.234375,0.5963541666666666,0.0
2016-06-10,0.0,2335,6790.114654089935,2.4946466809421843,4328.504925053533,2.001713062098501,12.010278372591007,0.1511777301927195,0.001284796573875803
2016-06-10,1.0,523,10064.177583365201,0.6520076481835564,1100.0057361376673,1.158699808795411,6.952198852772467,0.6080305927342257,0.0
2016-06-11,0.0,2400,8030.083795,2.652083333333333,4664.802083333333,2.0575,12.345,0.15125,0.0
2016-06-11,1.0,515,9581.255291650486,0.6388349514563106,885.9087378640777,1.1223300970873786,6.733980582524272,0.6,0.0
2016-06-12,0.0,2398,11206.809261050876,2.883653044203503,5134.622602168473,2.183069224353628,13.098415346121769,0.13678065054211844,0.0
2016-06-12,1.0,538,4673.940412825279,0.6338289962825279,992.449814126394,1.1691449814126393,7.014869888475836,0.6115241635687733,0.0
2016-06-13,0.0,2375,9585.706454947369,3.0193684210526315,5422.441263157894,2.265263157894737,13.59157894736842,0.11747368421052631,0.0012631578947368421
2016-06-13,1.0,522,11198.315193295019,0.6896551724137931,1087.8505747126437,1.1781609195402298,7.068965517241379,0.5708812260536399,0.0
2016-06-14,0.0,2440,8822.6908197541,3.2290983606557377,5787.4668032786885,2.3950819672131147,14.37049180327869,0.11270491803278689,0.0012295081967213116
2016-06-14,1.0,505,6126.707804554456,0.7722772277227723,1310.7663366336633,1.201980198019802,7.211881188118812,0.5524752475247525,0.0
2016-06-15,0.0,2497,7969.095820865038,3.326792150580697,6047.720464557469,2.3992791349619544,14.395674809771727,0.1145374449339207,0.0
2016-06-15,1.0,536,14806.288711007464,0.8768656716417911,1533.1791044776119,1.212686567164179,7.276119402985074,0.5298507462686567,0.0
2016-06-16,0.0,2370,5996.855950126583,3.4459915611814345,6224.313502109705,2.4628691983122364,14.777215189873418,0.10464135021097046,0.0
2016-06-16,1.0,454,11288.557161894274,0.8876651982378855,1547.2202643171806,1.277533039647577,7.665198237885463,0.4977973568281938,0.0
2016-06-17,0.0,2571,9138.479410851809,3.7001166861143524,6748.90859587709,2.6083236094904705,15.649941656942824,0.09607156748346947,0.0
2016-06-17,1.0,511,14228.396915068493,0.9060665362035225,1564.46771037182,1.2074363992172212,7.244618395303327,0.49902152641878667,0.0
2016-06-18,0.0,2494,7686.2947427024865,3.8652766639935847,7017.302726543705,2.68925421010425,16.135525260625503,0.07738572574178028,0.0
2016-06-18,1.0,478,9040.738421548118,0.8807531380753139,1605.8012552301254,1.2301255230125523,7.380753138075314,0.5167364016736402,0.0
2016-06-19,0.0,2417,6874.048509888292,4.042201075713694,7380.429871741829,2.762929251137774,16.577575506826644,0.07985105502689284,0.0
2016-06-19,1.0,416,6639.282261778847,1.1610576923076923,1942.4014423076924,1.2932692307692308,7.759615384615385,0.3870192307692308,0.0
2016-06-20,0.0,2552,9664.079796316615,4.156347962382445,7603.218260188088,2.824843260188088,16.949059561128525,0.07210031347962383,0.0
2016-06-20,1.0,547,9025.842501828154,0.9616087751371115,1506.528336380256,1.283363802559415,7.70018281535649,0.4954296160877514,0.0
2016-06-21,0.0,2428,6454.334742092256,4.362026359143328,8087.067545304778,2.896210873146623,17.377265238879737,0.07125205930807249,0.0
2016-06-21,1.0,462,3191.4543586580085,1.1233766233766234,1918.995670995671,1.3073593073593073,7.8441558441558445,0.44805194805194803,0.0
2016-06-22,0.0,2421,7799.69922684841,4.560512185047501,8387.122263527468,3.0908715406856673,18.545229244114,0.06774060305658819,0.0
2016-06-22,1.0,485,14671.841941030929,1.1876288659793814,2071.1628865979383,1.3649484536082475,8.189690721649484,0.422680412371134,0.0
2016-06-23,0.0,2492,4903.632924678973,4.79975922953451,8923.279695024077,3.152889245585875,18.917335473515248,0.05818619582664526,0.0
2016-06-23,1.0,472,11064.706390042373,1.277542372881356,2173.478813559322,1.4491525423728813,8.694915254237289,0.4300847457627119,0.0
2016-06-24,0.0,2360,7650.177905932203,5.0385593220338984,9259.06440677966,3.2699152542372882,19.61949152542373,0.05593220338983051,0.0
2016-06-24,1.0,425,4390.170484470588,1.228235294117647,2045.5341176470588,1.383529411764706,8.301176470588235,0.4211764705882353,0.0
2016-06-25,0.0,2516,8957.874221383148,4.952702702702703,9368.109697933227,3.29093799682035,19.745627980922098,0.051669316375198726,0.0
2016-06-25,1.0,440,5283.423878409091,1.4113636363636364,2348.547727272727,1.4727272727272727,8.836363636363636,0.38636363636363635,0.0
2016-06-26,0.0,2447,7449.732750960359,4.950551695954229,9576.4262362076,3.273395995096036,19.640375970576216,0.05026563138536984,0.0
2016-06-26,1.0,454,9404.078531277532,1.2907488986784141,2139.830396475771,1.422907488986784,8.537444933920705,0.43392070484581496,0.0
2016-06-27,0.0,2491,8166.513895503813,5.006021678040947,9323.614612605379,3.4476114010437575,20.685668406262547,0.048574869530309116,0.0
2016-06-27,1.0,508,8312.089350984252,1.5334645669291338,2746.6318897637793,1.5767716535433072,9.460629921259843,0.3641732283464567,0.0
2016-06-28,0.0,2300,10057.742478695653,5.100869565217391,10145.192173913043,3.5765217391304347,21.847826086956523,0.04173913043478261,0.0
2016-06-28,1.0,364,14488.792425000001,1.5686813186813187,2507.184065934066,1.5054945054945055,9.263736263736265,0.3269230769230769,0.0
2016-06-29,0.0,2414,8672.6536480116,5.173985086992544,9841.850041425021,3.551781275890638,21.68351284175642,0.04888152444076222,0.0
2016-06-29,1.0,418,4311.565554545455,1.5263157894736843,2748.212918660287,1.5741626794258374,9.688995215311005,0.3444976076555024,0.0
2016-06-30,0.0,2368,6823.171977660473,5.097550675675675,9980.09543918919,3.527449324324324,21.585304054054053,0.05025337837837838,0.0
2016-06-30,1.0,454,10993.815681277532,1.4118942731277533,2339.986784140969,1.5484581497797356,9.515418502202643,0.34140969162995594,0.0
2016-07-01,0.0,2468,8038.344844286872,5.21515397082658,10351.872366288493,3.5145867098865478,21.469205834683954,0.044165316045380876,0.0
2016-07-01,1.0,486,8114.208193415638,1.6851851851851851,2692.7283950617284,1.7016460905349795,10.407407407407407,0.3436213991769547,0.0
2016-07-02,0.0,2411,7790.3112224388215,5.2866030692658645,10465.094566569887,3.440481128162588,21.108253836582332,0.038573206138531727,0.0
2016-07-02,1.0,499,5118.908009018036,1.342685370741483,2552.5851703406815,1.470941883767535,9.054108216432866,0.374749498997996,0.0
2016-07-03,0.0,2444,7145.436241775777,5.475040916530278,10720.926759410802,3.4639934533551555,21.23567921440262,0.04050736497545008,0.0
2016-07-03,1.0,461,7049.844234273319,1.5010845986984815,2761.8698481561823,1.5140997830802603,9.357917570498916,0.3882863340563991,0.0
2016-07-04,0.0,2586,9548.550013263728,5.082366589327147,10003.39520494973,3.5019334880123743,21.464037122969838,0.04331013147718484,0.0
2016-07-04,1.0,564,12220.780934397162,1.4592198581560283,2432.3847517730496,1.4875886524822695,9.138297872340425,0.3599290780141844,0.0
2016-07-05,0.0,2546,5683.047858405342,5.0620581304006285,9798.021602513747,3.2996857816182246,20.587588373919875,0.040455616653574236,0.0
2016-07-05,1.0,581,8969.657270223752,1.783132530120482,3493.724612736661,1.6006884681583478,10.161790017211704,0.33562822719449226,0.0
2016-07-06,0.0,2476,8005.074861389338,5.337237479806139,10039.631663974153,3.5722940226171245,22.432148626817447,0.04321486268174475,0.0
2016-07-06,1.0,565,7909.992360000001,1.7911504424778761,3194.07610619469,1.647787610619469,10.428318584070796,0.30265486725663715,0.0
2016-07-07,0.0,2554,8107.3449590054815,5.43461237274863,10313.385277995301,3.6566170712607673,22.999216914643696,0.04346123727486296,0.0
2016-07-07,1.0,562,8143.687381316726,1.5302491103202847,2690.9039145907473,1.508896797153025,9.405693950177936,0.33807829181494664,0.0
2016-07-08,0.0,2349,6114.290240570455,5.274159216687952,10234.249893571732,3.561941251596424,22.38314176245211,0.0464027245636441,0.0
2016-07-08,1.0,542,12985.552692988931,1.7749077490774907,3157.4003690036902,1.6586715867158672,10.494464944649447,0.32287822878228783,0.0
2016-07-09,0.0,2396,8576.55865221202,5.260851419031719,10051.763355592655,3.5909849749582636,22.610183639398997,0.037979966611018365,0.0
2016-07-09,1.0,526,4989.871264258555,1.629277566539924,2679.0817490494296,1.5988593155893536,10.049429657794677,0.344106463878327,0.0
2016-07-10,0.0,2444,6453.806826186579,5.211129296235679,9862.206219312602,3.4811783960720133,22.050736497545007,0.04705400981996727,0.0
2016-07-10,1.0,570,11664.339694561404,1.7350877192982457,3030.422807017544,1.563157894736842,9.83157894736842,0.3280701754385965,0.0
2016-07-11,0.0,2534,8753.78940205209,5.281767955801105,9980.89226519337,3.601026045777427,22.884767166535124,0.040647198105761645,0.0
2016-07-11,1.0,486,10023.014525720164,1.7181069958847737,2879.5267489711932,1.6069958847736625,10.024691358024691,0.29012345679012347,0.0
2016-07-12,0.0,2432,7631.907182113487,5.4379111842105265,10474.54646381579,3.671463815789474,23.33388157894737,0.039473684210526314,0.0
2016-07-12,1.0,530,7884.379810188679,1.8283018867924528,3234.87358490566,1.6339622641509435,10.335849056603774,0.2679245283018868,0.0
2016-07-13,0.0,2377,7438.024846781658,5.377787126630206,10708.103071098023,3.5427008834665545,22.836348338241482,0.04080774084981069,0.0
2016-07-13,1.0,576,1694.9030116319445,2.015625,3153.269097222222,1.7256944444444444,10.979166666666666,0.2881944444444444,0.0
2016-07-14,0.0,2318,9726.630599094047,5.533218291630716,10828.518119068161,3.6294219154443486,23.482312338222606,0.04227782571182054,0.0
2016-07-14,1.0,602,8660.611385714286,1.8554817275747508,3241.5033222591364,1.6511627906976745,10.654485049833887,0.3073089700996678,0.0
2016-07-15,0.0,2338,4856.11858661249,5.203165098374679,10306.772882805817,3.5376390076988877,22.978614200171087,0.0427715996578272,0.0
2016-07-15,1.0,570,580.5157894736842,1.8736842105263158,3250.9491228070174,1.6280701754385964,10.526315789473685,0.2736842105263158,0.0
2016-07-16,0.0,2282,11348.148387554776,5.148553900087642,10216.595530236635,3.51840490797546,22.98247151621385,0.04250657318141981,0.0
2016-07-16,1.0,557,8736.636255475763,1.843806104129264,3412.4129263913824,1.5960502692998204,10.351885098743267,0.2746858168761221,0.0
2016-07-17,0.0,2266,8172.640077934687,5.176081200353045,10776.055604589585,3.4616063548102383,22.9567519858782,0.0410414827890556,0.0
2016-07-17,1.0,607,6964.926200494235,1.6326194398682043,3123.4563426688633,1.4892915980230643,9.459637561779243,0.3245469522240527,0.0
2016-07-18,0.0,2316,7722.906707124352,4.831174438687392,9206.588946459413,3.422279792746114,22.300518134715027,0.06433506044905009,0.0
2016-07-18,1.0,610,13204.822620655737,1.5524590163934426,2764.4524590163933,1.5311475409836066,9.737704918032787,0.33278688524590166,0.0
2016-07-19,0.0,2281,7211.747507233669,5.077597544936431,10165.244629548444,3.537045155633494,23.550197281893904,0.04208680403331872,0.0
2016-07-19,1.0,611,3968.7956643207854,1.6006546644844517,2847.4222585924713,1.6219312602291325,10.527004909983633,0.36661211129296234,0.0
2016-07-20,0.0,2203,8842.786075170223,5.037221970040854,10184.423967317294,3.548797094870631,23.4416704493872,0.050385837494325916,0.0
2016-07-20,1.0,639,19515.265679029733,1.9342723004694835,3490.8419405320815,1.730829420970266,11.173708920187794,0.30203442879499215,0.0
2016-07-21,0.0,2219,6868.374870707526,4.885984677782785,9807.004506534475,3.470932852636323,22.958990536277604,0.04146011716989635,0.0
2016-07-21,1.0,531,6073.984082297552,1.6967984934086628,3164.386064030132,1.5969868173258004,10.31638418079096,0.3050847457627119,0.0
2016-07-22,0.0,2226,6218.58270098832,5.008086253369272,10104.041329739443,3.5193171608265947,23.71967654986523,0.04582210242587601,0.0
2016-07-22,1.0,621,6839.493130434783,1.8663446054750403,3139.2850241545893,1.603864734299517,10.347826086956522,0.2882447665056361,0.0
2016-07-23,0.0,2247,8258.994401824655,5.144637294170004,10376.08722741433,3.618602581219404,24.451268357810413,0.042723631508678236,0.0
2016-07-23,1.0,605,9112.057742809917,1.7752066115702478,3427.811570247934,1.6413223140495867,10.651239669421487,0.30082644628099175,0.0
